Latin.name,Species,SPPcode,Category,Duration,Growth_Habit,Family,Soil,Height.cm,SLA,LWC,CN,wood_density,Seed mass,DispersalSyndrome,Wind,Unassisted,Adhesive,Animal,Ant,Water,Tumbling,Bird,Mammal,Ballistic
calamagrostis_ophiditis,calamagrostis_ophiditis,CALOPH,Monocot,,Graminoid,poaceae,s,23.4,38.9,0.3398,,,,Wind,1,0,0,0,0,0,0,0,0,0
calandrinia_breweri,calandrinia_breweri,CALBRE,Dicot,Annual,Forb/herb,portulacaceae,n,15.1,276.2,0.9133,14.6,,,Unassisted,0,1,0,0,0,0,0,0,0,0
calandrinia_ciliata,calandrinia_ciliata,CALCIL,Dicot,Annual,Forb/herb,portulacaceae,n,8.5,,,14.9,,,Unassisted,0,1,0,0,0,0,0,0,0,0
calandrinia_ciliata,calandrinia_ciliata,CALCIL,Dicot,Annual,Forb/herb,portulacaceae,s,2.6,195.6,0.892,18.5,,,Unassisted,0,1,0,0,0,0,0,0,0,0
calocedrus_decurrens,calocedrus_decurrens,CALDEC,Gymnosperm,Perennial,Tree,cupressaceae,n,1600,65.4,0.1435,46.9,0.53,29.4,Wind,1,0,0,0,0,0,0,0,0,0
calocedrus_decurrens,calocedrus_decurrens,CALDEC,Gymnosperm,Perennial,Tree,cupressaceae,s,972.7,70.5,0.5918,76.4,0.57,29.4,Wind,1,0,0,0,0,0,0,0,0,0
calochortus_amabilis,calochortus_amabilis,CALAMA,Monocot,Perennial,Forb/herb,liliaceae,n,19.6,167.5,0.8273,20.4,,,Unassisted,0,1,0,0,0,0,0,0,0,0
calochortus_amabilis,calochortus_amabilis,CALAMA,Monocot,Perennial,Forb/herb,liliaceae,s,17.5,141.9,0.8038,21.5,,,Unassisted,0,1,0,0,0,0,0,0,0,0
calochortus_howellii,calochortus_howellii,CALHOW,Monocot,Perennial,Forb/herb,liliaceae,s,15.9,42.4,0.7374,38.1,,,Unassisted,0,1,0,0,0,0,0,0,0,0
calochortus_luteus,calochortus_luteus,CALLUT,Monocot,Perennial,Forb/herb,liliaceae,n,23.2,204.7,0.8416,24.9,,,Unassisted,0,1,0,0,0,0,0,0,0,0
calochortus_luteus,calochortus_luteus,CALLUT,Monocot,Perennial,Forb/herb,liliaceae,s,15.8,254.9,0.8185,40.2,,,Unassisted,0,1,0,0,0,0,0,0,0,0
calochortus_superbus,calochortus_superbus,CALSUP,Monocot,Perennial,Forb/herb,liliaceae,n,27.3,255.4,0.8408,31.1,,,Unassisted,0,1,0,0,0,0,0,0,0,0
calochortus_superbus,calochortus_superbus,CALSUP,Monocot,Perennial,Forb/herb,liliaceae,s,16.6,236.5,0.8201,38.5,,,Unassisted,0,1,0,0,0,0,0,0,0,0
calochortus_tolmiei,calochortus_tolmiei,CALTOL,Monocot,Perennial,Forb/herb,liliaceae,n,12.9,139.8,0.8245,17.4,,,Unassisted,0,1,0,0,0,0,0,0,0,0
calochortus_tolmiei,calochortus_tolmiei,CALTOL,Monocot,Perennial,Forb/herb,liliaceae,s,23.3,115,0.8294,26,,,Unassisted,0,1,0,0,0,0,0,0,0,0
calochortus_vestae,calochortus_vestae,CALVES,Monocot,Perennial,Forb/herb,liliaceae,s,38.8,138.4,0.8367,32.9,,,Unassisted,0,1,0,0,0,0,0,0,0,0
calycadenia_pauciflora,calycadenia_pauciflora,CALPAU,Dicot,Annual,Forb/herb,asteraceae,s,30,99.7,0.7583,23.7,,0.84,UnassistedWind,1,1,0,0,0,0,0,0,0,0
calycanthus_occidentalis,calycanthus_occidentalis,CALOCC,Dicot,Perennial,Shrub,calycanthaceae,s,194,115.2,0.6241,26.4,0.52,85.72,No_Data,,,,,,,,,,
calystegia_collina,calystegia_collina,CALCOL,Dicot,Perennial,"Vine, Forb/herb",convolvulaceae,s,6.5,151.1,0.7405,14.6,,,Unassisted,0,1,0,0,0,0,0,0,0,0
calystegia_occidentalis,calystegia_occidentalis,CALOCC2,Dicot,Perennial,"Vine, Forb/herb",convolvulaceae,s,15.8,183.4,0.8439,11.4,,7.98,Unassisted,0,1,0,0,0,0,0,0,0,0
calystegia_purpurata,calystegia_purpurata,CALPUR,Dicot,Perennial,"Vine, Forb/herb",convolvulaceae,n,53.1,298.1,0.8639,12.4,,8.78,Unassisted,0,1,0,0,0,0,0,0,0,0
calystegia_purpurata,calystegia_purpurata,CALPUR,Dicot,Perennial,"Vine, Forb/herb",convolvulaceae,s,115.9,264.5,0.8408,11.9,,8.78,Unassisted,0,1,0,0,0,0,0,0,0,0
camissonia_graciliflora,camissonia_graciliflora,CAMGRA,Dicot,Annual,Forb/herb,onagraceae,n,5.1,127.9,0.7817,17.3,,,UnassistedBallistic,0,1,0,0,0,0,0,0,0,1
camissonia_graciliflora,camissonia_graciliflora,CAMGRA,Dicot,Annual,Forb/herb,onagraceae,s,6.8,151.6,0.7965,18.6,,,UnassistedBallistic,0,1,0,0,0,0,0,0,0,1
camissonia_intermedia,camissonia_intermedia,CAMINT,Dicot,Annual,Forb/herb,onagraceae,n,15.8,197.5,0.7844,39.6,,,UnassistedBallistic,0,1,0,0,0,0,0,0,0,1
camissonia_intermedia,camissonia_intermedia,CAMINT,Dicot,Annual,Forb/herb,onagraceae,s,16.5,181.2,0.79,62.9,,,UnassistedBallistic,0,1,0,0,0,0,0,0,0,1
campanula_griffinii,campanula_griffinii,CAMGRI,Dicot,Annual,Forb/herb,campanulaceae,s,14.3,,,,,,UnassistedWind,1,1,0,0,0,0,0,0,0,0
campanula_prenanthoides,campanula_prenanthoides,CAMPRE,Dicot,,Forb/herb,campanulaceae,n,35,595.9,0.8638,11.6,,0.06,UnassistedWind,1,1,0,0,0,0,0,0,0,0
campanula_scouleri,campanula_scouleri,CAMSCO,Dicot,Perennial,Forb/herb,campanulaceae,n,15.2,453,0.8382,17.3,,0.2,UnassistedWind,1,1,0,0,0,0,0,0,0,0
cardamine_californica,cardamine_californica,CARCAL,Dicot,Perennial,Forb/herb,brassicaceae,n,37.3,395.2,0.8965,10.4,,0.85,UnassistedBallistic,0,1,0,0,0,0,0,0,0,1
cardamine_californica,cardamine_californica,CARCAL,Dicot,Perennial,Forb/herb,brassicaceae,s,5.2,103.2,0.8747,13.6,,0.85,UnassistedBallistic,0,1,0,0,0,0,0,0,0,1
cardamine_nuttallii,cardamine_nuttallii,CARNUT,Dicot,Perennial,Forb/herb,brassicaceae,n,11.9,403.7,0.9115,10.1,,,UnassistedBallistic,0,1,0,0,0,0,0,0,0,1
cardamine_oligosperma,cardamine_oligosperma,CAROLI,Dicot,"Annual, Biennial, Perennial",Forb/herb,brassicaceae,n,15.5,279.6,0.8281,9.4,,0.15,UnassistedBallistic,0,1,0,0,0,0,0,0,0,1
carduus_pycnocephalus,carduus_pycnocephalus,CARPYC,Dicot,Annual,Forb/herb,asteraceae,n,55.8,163,0.9033,19,,5.73,AdhesiveWind,1,0,1,0,0,0,0,0,0,0
carduus_pycnocephalus,carduus_pycnocephalus,CARPYC,Dicot,Annual,Forb/herb,asteraceae,s,39.6,152.6,0.8824,23.1,,5.73,AdhesiveWind,1,0,1,0,0,0,0,0,0,0
carex_mendocinensis,carex_mendocinensis,CARMEN,Monocot,Perennial,Graminoid,cyperaceae,s,15.5,79.7,0.6097,45.8,,,UnassistedWindAdhesive,1,1,1,0,0,0,0,0,0,0
castilleja_affinis_ssp_affinis,castilleja_affinis,CASAFF,Dicot,Perennial,"Subshrub, Forb/herb",orobanchaceae,s,25.5,211.7,0.7914,23.7,,,UnassistedWind,1,1,0,0,0,0,0,0,0,0
castilleja_attenuata,castilleja_attenuata,CASATT,Dicot,Annual,Forb/herb,orobanchaceae,n,17.1,314.8,0.8038,19.1,,0.06,UnassistedWind,1,1,0,0,0,0,0,0,0,0
castilleja_attenuata,castilleja_attenuata,CASATT,Dicot,Annual,Forb/herb,orobanchaceae,s,17.1,264.8,0.7916,,,0.06,UnassistedWind,1,1,0,0,0,0,0,0,0,0
castilleja_densiflora,castilleja_densiflora,CASDEN,Dicot,Annual,Forb/herb,orobanchaceae,n,19.9,285.3,0.8465,24,,0.03,UnassistedWind,1,1,0,0,0,0,0,0,0,0
castilleja_exserta,castilleja_exserta,CASEXS,Dicot,Annual,Forb/herb,orobanchaceae,n,19.3,334.1,0.8034,11.9,,0.19,UnassistedWind,1,1,0,0,0,0,0,0,0,0
castilleja_exserta,castilleja_exserta,CASEXS,Dicot,Annual,Forb/herb,orobanchaceae,s,10.6,239.7,0.7722,13.4,,0.19,UnassistedWind,1,1,0,0,0,0,0,0,0,0
castilleja_foliolosa,castilleja_foliolosa,CASFOL,Dicot,Perennial,"Subshrub, Forb/herb",orobanchaceae,n,40.6,149.8,0.6623,19.7,,0.25,UnassistedWind,1,1,0,0,0,0,0,0,0,0
castilleja_foliolosa,castilleja_foliolosa,CASFOL,Dicot,Perennial,"Subshrub, Forb/herb",orobanchaceae,s,35.8,153.6,0.7085,28.6,,0.25,UnassistedWind,1,1,0,0,0,0,0,0,0,0
castilleja_hispida,castilleja_hispida,CASHIS,Dicot,Perennial,"Subshrub, Forb/herb",orobanchaceae,s,15.4,200.9,0.7634,22.8,,0.11,UnassistedWind,1,1,0,0,0,0,0,0,0,0
castilleja_miniata,castilleja_miniata,CASMIN,Dicot,Perennial,"Subshrub, Forb/herb",orobanchaceae,n,33.4,255.7,0.8117,18.5,,0.21,UnassistedWind,1,1,0,0,0,0,0,0,0,0
castilleja_pruinosa,castilleja_pruinosa,CASPRU,Dicot,Perennial,"Subshrub, Forb/herb",orobanchaceae,s,8.8,177.8,0.8226,14.2,,0.28,UnassistedWind,1,1,0,0,0,0,0,0,0,0
castilleja_rubicundula,castilleja_rubicundula,CASRUB,Dicot,Annual,Forb/herb,orobanchaceae,n,20.8,299.5,0.7786,22,,,UnassistedWind,1,1,0,0,0,0,0,0,0,0
castilleja_rubicundula,castilleja_rubicundula,CASRUB,Dicot,Annual,Forb/herb,orobanchaceae,s,15.1,312.6,0.8168,18.9,,,UnassistedWind,1,1,0,0,0,0,0,0,0,0
ceanothus_confusus,ceanothus_confusus,CEACON,Dicot,Perennial,"Subshrub, Shrub",rhamnaceae,s,10.6,25.7,0.4961,41.5,0.67,,No_Data,,,,,,,,,,
ceanothus_cordulatus,ceanothus_cordulatus,CEACOR,Dicot,Perennial,Shrub,rhamnaceae,s,63.2,97.1,0.5631,22.6,0.62,3.7,No_Data,,,,,,,,,,
ceanothus_cordulatus,ceanothus_cordulatus,CEACOR,Dicot,Perennial,Shrub,rhamnaceae,n,96.9,96.2,0.528,18.9,0.52,3.7,No_Data,,,,,,,,,,
ceanothus_cuneatus,ceanothus_cuneatus,CEACUN,Dicot,Perennial,Shrub,rhamnaceae,s,131.5,40.6,0.5976,22.5,0.65,5.31,BallisticAntUnassisted,0,1,0,0,1,0,0,0,0,1
ceanothus_cuneatus,ceanothus_cuneatus,CEACUN,Dicot,Perennial,Shrub,rhamnaceae,n,98.5,62.7,0.6129,22.2,0.59,5.31,BallisticAntUnassisted,0,1,0,0,1,0,0,0,0,1
ceanothus_divergens,ceanothus_divergens,CEADIV,Dicot,Perennial,Shrub,rhamnaceae,n,70,28.1,0.3634,32.9,0.67,,No_Data,,,,,,,,,,
ceanothus_foliosus_var_medius,ceanothus_foliosus,CEAFOL,Dicot,Perennial,"Subshrub, Shrub",rhamnaceae,s,93.3,52.3,0.4818,32.8,0.7,,No_Data,,,,,,,,,,
ceanothus_foliosus_var_medius,ceanothus_foliosus,CEAFOL,Dicot,Perennial,"Subshrub, Shrub",rhamnaceae,n,65.1,71.9,0.5309,33.1,,,No_Data,,,,,,,,,,
ceanothus_integerrimus,ceanothus_integerrimus,CEAINT,Dicot,Perennial,Shrub,rhamnaceae,n,142.3,188,0.6778,14.6,0.74,6.3,BallisticBirdMammal,0,0,0,0,0,0,0,1,1,1
ceanothus_integerrimus,ceanothus_integerrimus,CEAINT,Dicot,Perennial,Shrub,rhamnaceae,s,245,151.5,0.6248,18.9,0.57,6.3,BallisticBirdMammal,0,0,0,0,0,0,0,1,1,1
ceanothus_jepsonii,ceanothus_jepsonii,CEAJEP,Dicot,Perennial,Shrub,rhamnaceae,s,94,35.5,0.409,34.2,1.18,4.64,BallisticBirdMammalUnassisted,0,1,0,0,0,0,0,1,1,1
ceanothus_lemmonii,ceanothus_lemmonii,CEALEM,Dicot,Perennial,Shrub,rhamnaceae,n,78,81.4,0.4967,38.3,0.64,4.35,No_Data,,,,,,,,,,
ceanothus_lemmonii,ceanothus_lemmonii,CEALEM,Dicot,Perennial,Shrub,rhamnaceae,s,143.5,85.7,0.5441,25.3,0.57,4.35,No_Data,,,,,,,,,,
ceanothus_leucodermis,ceanothus_leucodermis,CEALEU,Dicot,Perennial,Shrub,rhamnaceae,n,387.5,49.6,0.5632,28.1,0.64,7.6,No_Data,,,,,,,,,,
ceanothus_masonii,ceanothus_masonii,CEAMAS,Dicot,Perennial,"Subshrub, Shrub",rhamnaceae,n,114.5,33.8,0.5061,41.3,0.6,,No_Data,,,,,,,,,,
ceanothus_oliganthus,ceanothus_oliganthus,CEAOLI,Dicot,Perennial,Shrub,rhamnaceae,n,455,67.8,0.5111,25.1,0.49,3.38,BallisticBirdMammalUnassisted,0,1,0,0,0,0,0,1,1,1
ceanothus_papillosus_var_papillosus,ceanothus_papillosus,CEAPAP,Dicot,Perennial,Shrub,rhamnaceae,s,140,52.4,0.4916,31.5,0.66,,No_Data,,,,,,,,,,
ceanothus_papillosus_var_papillosus,ceanothus_papillosus,CEAPAP,Dicot,Perennial,Shrub,rhamnaceae,n,219,72.7,0.5702,28.2,0.6,,No_Data,,,,,,,,,,
ceanothus_prostratus,ceanothus_prostratus,CEAPRO,Dicot,Perennial,"Shrub, Subshrub",rhamnaceae,s,7.4,42.3,0.5968,30.3,0.58,10,No_Data,,,,,,,,,,
ceanothus_prostratus,ceanothus_prostratus,CEAPRO,Dicot,Perennial,"Shrub, Subshrub",rhamnaceae,n,5.3,44.2,0.591,31.9,0.57,10,No_Data,,,,,,,,,,
ceanothus_pumilus,ceanothus_pumilus,CEAPUM,Dicot,Perennial,"Shrub, Subshrub",rhamnaceae,s,7.9,55.5,0.6251,26,,5.27,BallisticBirdMammalUnassisted,0,1,0,0,0,0,0,1,1,1
ceanothus_roderickii,ceanothus_roderickii,CEAROD,Dicot,Perennial,Shrub,rhamnaceae,s,23.4,21.4,0.395,54.1,0.69,,No_Data,,,,,,,,,,
ceanothus_thyrsiflorus,ceanothus_thyrsiflorus,CEATHY,Dicot,Perennial,"Tree, Shrub",rhamnaceae,s,235,89.4,0.6402,24.4,0.59,2.11,No_Data,,,,,,,,,,
ceanothus_velutinus,ceanothus_velutinus,CEAVEL,Dicot,Perennial,"Tree, Shrub",rhamnaceae,n,166,122.6,0.6779,23.4,0.56,5.49,BallisticBirdMammal,0,0,0,0,0,0,0,1,1,1
centaurea_melitensis,centaurea_melitensis,CENMEL,Dicot,"Annual, Biennial",Forb/herb,asteraceae,n,64,202.5,0.7755,47.4,,1.39,WindAnt,1,0,0,0,1,0,0,0,0,0
centaurea_melitensis,centaurea_melitensis,CENMEL,Dicot,"Annual, Biennial",Forb/herb,asteraceae,s,35,147.1,0.7157,21.3,,1.39,WindAnt,1,0,0,0,1,0,0,0,0,0
centaurea_solstitialis,centaurea_solstitialis,CENSOL,Dicot,Annual,Forb/herb,asteraceae,n,100.1,206.1,0.8299,17.4,,3,WindAnt,1,0,0,0,1,0,0,0,0,0
centaurea_solstitialis,centaurea_solstitialis,CENSOL,Dicot,Annual,Forb/herb,asteraceae,s,71.4,212.8,0.833,31.5,,3,WindAnt,1,0,0,0,1,0,0,0,0,0
centaurium_muehlenbergi,centaurium_muehlenbergi,CENMUE,Dicot,,Forb/herb,gentianaceae,n,11.1,,,22.9,,,WindAnt,1,0,0,0,1,0,0,0,0,0
centaurium_muehlenbergi,centaurium_muehlenbergi,CENMUE,Dicot,Annual_Biennial,Forb/herb,gentianaceae,s,25.8,904.6,0.7544,44.7,,,WindAnt,1,0,0,0,1,0,0,0,0,0
centaurium_trichanthum,centaurium_trichanthum,CENTRI,Dicot,Annual,Forb/herb,gentianaceae,n,5.6,583.6,0.9029,19.8,,,WindAnt,1,0,0,0,1,0,0,0,0,0
centaurium_trichanthum,centaurium_trichanthum,CENTRI,Dicot,Annual,Forb/herb,gentianaceae,s,8.1,578.2,0.9024,20.9,,,WindAnt,1,0,0,0,1,0,0,0,0,0
cerastium_arvense,cerastium_arvense,CERARV,Dicot,Perennial,Forb/herb,caryophyllaceae,s,17.2,154.1,0.6957,19.3,,0.21,UnassistedWind,1,1,0,0,0,0,0,0,0,0
cerastium_glomeratum,cerastium_glomeratum,CERGLO,Dicot,Annual,Forb/herb,caryophyllaceae,n,21.1,245.5,0.8454,33.1,,0.05,UnassistedWind,1,1,0,0,0,0,0,0,0,0
cerastium_glomeratum,cerastium_glomeratum,CERGLO,Dicot,Annual,Forb/herb,caryophyllaceae,s,21.6,288.1,0.8508,24.5,,0.05,UnassistedWind,1,1,0,0,0,0,0,0,0,0
cercis_occidentalis,cercis_occidentalis,CEROCC,Dicot,Perennial,shrub,fabaceae,s,234,120.5,0.6411,22.8,0.59,37,No_Data,,,,,,,,,,
cercis_occidentalis,cercis_occidentalis,CEROCC,Dicot,Perennial,shrub,fabaceae,n,2.7,143.3,0.6101,26.6,0.57,37,No_Data,,,,,,,,,,
cercocarpus_betuloides,cercocarpus_betuloides,CERBET,Dicot,Shrub,Forb/herb,rosaceae,s,217.9,59,0.525,25.1,0.81,16.6,Wind,1,0,0,0,0,0,0,0,0,0
cercocarpus_betuloides,cercocarpus_betuloides,CERBET,Dicot,Shrub,Forb/herb,rosaceae,n,288,141.4,0.525,17.8,0.74,16.6,Wind,1,0,0,0,0,0,0,0,0,0
chaenactis_glabriuscula,chaenactis_glabriuscula,CHAGLA,Dicot,Annual,Forb/herb,asteraceae,s,8.7,180.6,0.8397,30.1,,0.28,Unassisted,0,1,0,0,0,0,0,0,0,0
chamaebatia_foliolsa,chamaebatia_foliolsa,CHAFOL,Dicot,Perennial,shrub,rosaceae,n,30.4,71.7,0.499,29.1,0.62,,No_Data,,,,,,,,,,
chamomilla_suaveolens,chamomilla_suaveolens,CHASUA,Dicot,Annual,Forb/herb,asteraceae,n,6.1,198.3,0.7153,12.2,,,Adhesive,0,0,1,0,0,0,0,0,0,0
chimaphila_menziesii,chimaphila_menziesii,CHIMEN,Dicot,Perennial,Subshrub,ericaceae,n,8.9,120.7,0.6998,20.9,,0,Unassisted,0,1,0,0,0,0,0,0,0,0
chimaphila_umbellata,chimaphila_umbellata,CHIUMB,Dicot,Perennial,Subshrub,ericaceae,n,22.9,74,0.6004,45.1,,,Unassisted,0,1,0,0,0,0,0,0,0,0
chimaphila_umbellata,chimaphila_umbellata,CHIUMB,Dicot,Perennial,Subshrub,ericaceae,s,7.2,108,0.6962,42.5,,,Unassisted,0,1,0,0,0,0,0,0,0,0
chlorogalum_pomeridianum,chlorogalum_pomeridianum,CHLPOM,Monocot,Perennial,Forb/herb,liliaceae,n,39.3,141.8,0.8087,23.3,,7.01,UnassistedBallistic,0,1,0,0,0,0,0,0,0,1
chlorogalum_pomeridianum,chlorogalum_pomeridianum,CHLPOM,Monocot,Perennial,Forb/herb,liliaceae,s,281.7,111.5,0.7336,13.5,,7.01,UnassistedBallistic,0,1,0,0,0,0,0,0,0,1
chorizanthe_membranacea,chorizanthe_membranacea,CHOMEM,Dicot,Annual,Forb/herb,polygonaceae,n,25.2,142.8,0.7108,36.8,,1.54,Unassisted,0,1,0,0,0,0,0,0,0,0
chorizanthe_membranacea,chorizanthe_membranacea,CHOMEM,Dicot,Annual,Forb/herb,polygonaceae,s,26.1,112.4,0.6828,32.6,,1.54,Unassisted,0,1,0,0,0,0,0,0,0,0
chorizanthe_polygonoides,chorizanthe_polygonoides,CHOPOL,Dicot,Annual,Forb/herb,polygonaceae,s,0.9,130.1,0.6434,101.7,,,Unassisted,0,1,0,0,0,0,0,0,0,0
chrysolepis_chrysophylla_var_chrysophylla,chrysolepis_chrysophylla,CHRCHR,Dicot,Perennial,"Tree, Shrub",fagaceae,n,700,64.7,0.5087,57.8,0.55,,Mammal,0,0,0,0,0,0,0,0,1,0
chrysolepis_sempervirens,chrysolepis_sempervirens,CHRSEM,Dicot,Perennial,Shrub,fagaceae,n,113.6,60.6,0.5583,41.1,0.48,222,No_Data,,,,,,,,,,
chrysothamnus_nauseosus,chrysothamnus_nauseosus,CHRNAU,Dicot,Perennial,shrub,asteraceae,s,38,70.9,0.5679,27.5,0.6,0.75,No_Data,,,,,,,,,,
circaea_alpina_ssp_pacifica,circaea_alpina,CIRALP,Dicot,Perennial,Forb/herb,onagraceae,n,8,563.5,0.8854,15.2,,,Adhesive,0,0,1,0,0,0,0,0,0,0
cirsium_vulgare,cirsium_vulgare,CIRVUL,Dicot,Biennial,Forb/herb,asteraceae,n,79.9,143.2,0.8771,28.8,,2.9,WindAnt,1,0,0,0,1,0,0,0,0,0
clarkia_concinna,clarkia_concinna,CLACON,Dicot,Annual,Forb/herb,onagraceae,n,15.8,141.7,0.8068,46.5,,0.28,Unassisted,0,1,0,0,0,0,0,0,0,0
clarkia_concinna,clarkia_concinna,CLACON,Dicot,Annual,Forb/herb,onagraceae,s,21.5,179.7,0.8114,42.2,,0.28,Unassisted,0,1,0,0,0,0,0,0,0,0
clarkia_gracilis,clarkia_gracilis,CLAGRA,Dicot,Annual,Forb/herb,onagraceae,n,17,159,0.7599,21,,0.43,Unassisted,0,1,0,0,0,0,0,0,0,0
clarkia_gracilis,clarkia_gracilis,CLAGRA,Dicot,Annual,Forb/herb,onagraceae,s,33.5,207.2,0.8547,16.2,,0.43,Unassisted,0,1,0,0,0,0,0,0,0,0
clarkia_purpurea,clarkia_purpurea,CLAPUR,Dicot,Annual,Forb/herb,onagraceae,n,21.5,147.7,0.8055,21.3,,0.12,Unassisted,0,1,0,0,0,0,0,0,0,0
clarkia_purpurea,clarkia_purpurea,CLAPUR,Dicot,Annual,Forb/herb,onagraceae,s,16.2,151.9,0.8139,13.9,,0.12,Unassisted,0,1,0,0,0,0,0,0,0,0
clarkia_rhomboidea,clarkia_rhomboidea,CLARHO,Dicot,Annual,Forb/herb,onagraceae,n,31.5,,,13.7,,0.39,Unassisted,0,1,0,0,0,0,0,0,0,0
claytonia_exigua,claytonia_exigua,CLAEXI,Dicot,Annual,Forb/herb,portulacaceae,n,3.8,169.1,0.9286,61.1,,0.46,Ant,0,0,0,0,1,0,0,0,0,0
claytonia_exigua,claytonia_exigua,CLAEXI,Dicot,Annual,Forb/herb,portulacaceae,s,2.2,190,0.9347,24.3,,0.46,Ant,0,0,0,0,1,0,0,0,0,0
claytonia_lanceolata,claytonia_lanceolata,CLALAN,Dicot,Perennial,Forb/herb,portulacaceae,n,4.9,1312.2,0.9741,6.2,,1.11,Ant,0,0,0,0,1,0,0,0,0,0
claytonia_parviflora,claytonia_parviflora,CLAPAR,Dicot,Annual,Forb/herb,portulacaceae,n,8.5,399.1,0.946,15.2,,0.22,Ant,0,0,0,0,1,0,0,0,0,0
claytonia_parviflora,claytonia_parviflora,CLAPAR,Dicot,Annual,Forb/herb,portulacaceae,s,8.6,412.2,0.9214,10.8,,0.22,Ant,0,0,0,0,1,0,0,0,0,0
claytonia_perfoliata,claytonia_perfoliata,CLAPER,Dicot,"Annual, Perennial",Forb/herb,portulacaceae,n,32.5,685.5,0.9342,10.9,,0.79,Ant,0,0,0,0,1,0,0,0,0,0
claytonia_perfoliata,claytonia_perfoliata,CLAPER,Dicot,"Annual, Perennial",Forb/herb,portulacaceae,s,5.2,732.9,0.9552,15.3,,0.79,Ant,0,0,0,0,1,0,0,0,0,0
claytonia_sibirica,claytonia_sibirica,CLASIB,Dicot,"Annual, Perennial",Forb/herb,portulacaceae,n,17.3,783.8,0.9316,11.6,,1.23,Ant,0,0,0,0,1,0,0,0,0,0
clematis_lasiantha,clematis_lasiantha,CLELAS,Dicot,Perennial,Vine,ranunculaceae,n,264.4,114,0.6238,21.1,,3.9,Wind,1,0,0,0,0,0,0,0,0,0
clintonia_uniflora,clintonia_uniflora,CLIUNI,Monocot,Perennial,Forb/herb,liliaceae,n,5,334.2,0.9179,17.9,,4.82,BirdMammal,0,0,0,0,0,0,0,1,1,0
collinsia_heterophylla,collinsia_heterophylla,COLHET,Dicot,Annual,Forb/herb,scrophulariaceae,n,38.4,218,0.804,34.9,,0.8,Unassisted,0,1,0,0,0,0,0,0,0,0
collinsia_rattanii,collinsia_rattanii,COLRAT,Dicot,Annual,Forb/herb,scrophulariaceae,s,5.9,123.4,0.785,20.7,,0.93,Unassisted,0,1,0,0,0,0,0,0,0,0
collinsia_sparsiflora,collinsia_sparsiflora,COLSPA,Dicot,Annual,Forb/herb,scrophulariaceae,n,15.7,276.8,0.8555,18.5,,0.71,Unassisted,0,1,0,0,0,0,0,0,0,0
collinsia_sparsiflora,collinsia_sparsiflora,COLSPA,Dicot,Annual,Forb/herb,scrophulariaceae,s,9.8,227.9,0.8479,9.7,,0.71,Unassisted,0,1,0,0,0,0,0,0,0,0
collomia_diversifolia,collomia_diversifolia,COLDIV,Dicot,Annual,Forb/herb,polemoniaceae,s,2.1,134.6,0.8572,19.4,,1.22,BallisticUnassistedAdhesive,0,1,1,0,0,0,0,0,0,1
collomia_heterophylla,collomia_heterophylla,COLHET2,Dicot,Annual,Forb/herb,polemoniaceae,n,5,215.8,0.8318,26.9,,0.27,BallisticUnassistedAdhesive,0,1,1,0,0,0,0,0,0,1
collomia_heterophylla,collomia_heterophylla,COLHET2,Dicot,Annual,Forb/herb,polemoniaceae,s,5.2,248.1,0.8514,13.1,,0.27,BallisticUnassistedAdhesive,0,1,1,0,0,0,0,0,0,1
convolvulus_arvensis,convolvulus_arvensis,CONARV,Dicot,Perennial,"Vine, Forb/herb",convolvulaceae,n,15.8,250.4,0.8279,9.8,,14.5,AdhesiveUnassisted,0,1,1,0,0,0,0,0,0,0
coptis_laciniata,coptis_laciniata,COPLAC,Dicot,Perennial,Forb/herb,ranunculaceae,n,7.6,199,0.6894,36.8,,,Unassisted,0,1,0,0,0,0,0,0,0,0
cordylanthus_tenuis_ssp_viscidus,cordylanthus_tenuis,CORTEN,Dicot,Annual,Forb/herb,scrophulariaceae,s,19.9,165,,21.1,,,Unassisted,0,1,0,0,0,0,0,0,0,0
cornus_nuttallii,cornus_nuttallii,CORNUT,Dicot,Perennial,Tree,cornaceae,n,474.4,212.4,0.7358,25.8,0.58,100.61,Mammal,0,0,0,0,0,0,0,0,1,0
cornus_sericea,cornus_sericea,CORSER,Dicot,Perennial,"Tree, Shrub",cornaceae,s,232,152.7,0.6208,30.5,0.57,23.17,Mammal,0,0,0,0,0,0,0,0,1,0
corylus_cornuta,corylus_cornuta,CORCOR,Dicot,Perennial,"Tree, Shrub",betulaceae,n,160,408.9,0.7163,13.5,0.44,386.7,Mammal,0,0,0,0,0,0,0,0,1,0
cryptantha_flaccida,cryptantha_flaccida,CRYFLA,Dicot,Annual,Forb/herb,boraginaceae,n,36.6,136.5,0.7577,36.4,,0.33,AdhesiveWind,1,0,1,0,0,0,0,0,0,0
cryptantha_flaccida,cryptantha_flaccida,CRYFLA,Dicot,Annual,Forb/herb,boraginaceae,s,23.1,151.5,0.7538,21.6,,0.33,AdhesiveWind,1,0,1,0,0,0,0,0,0,0
cryptantha_hispidula,cryptantha_hispidula,CRYHIS,Dicot,Annual,Forb/herb,boraginaceae,n,32.1,158,0.8148,20.1,,0.28,AdhesiveWind,1,0,1,0,0,0,0,0,0,0
